id	name	fips	sector
852	Paul Mitchell the School-Bradley	17	6
853	Carl Sandburg College	17	4
854	Catholic Theological Union at Chicago	17	2
855	Midwestern University-Downers Grove	17	2
856	The Chicago School of Professional Psychology at Chicago	17	2
857	Chicago State University	17	1
858	Chicago Theological Seminary	17	2
859	University of Chicago	17	2
860	City Colleges of Chicago-Kennedy-King College	17	4
861	City Colleges of Chicago-Malcolm X College	17	4
862	City Colleges of Chicago-Olive-Harvey College	17	4
863	City Colleges of Chicago-Harry S Truman College	17	4
864	City Colleges of Chicago-Richard J Daley College	17	4
865	City Colleges of Chicago-Harold Washington College	17	4
866	City Colleges of Chicago-Wilbur Wright College	17	4
867	Columbia College-Chicago	17	2
868	Concordia University-Chicago	17	2
869	Le Cordon Bleu College of Culinary Arts-Chicago	17	6
870	Coyne College	17	6
871	Danville Area Community College	17	4
872	DePaul University	17	2
873	College of DuPage	17	4
874	East-West University	17	2
875	Eastern Illinois University	17	1
876	Elgin Community College	17	4
877	Elmhurst College	17	2
878	Eureka College	17	2
879	Fox College	17	6
880	Garrett-Evangelical Theological Seminary	17	2
881	Governors State University	17	1
882	Graham Hospital School of Nursing	17	5
883	Greenville College	17	2
884	Hair Professionals Academy of Cosmetology	17	6
885	Harrington College of Design	17	3
886	Hebrew Theological College	17	2
887	Highland Community College	17	4
888	Rosalind Franklin University of Medicine and Science	17	2
889	University of Illinois at Chicago	17	1
890	Benedictine University	17	2
891	Illinois College of Optometry	17	2
892	University of Illinois at Urbana-Champaign	17	1
893	Illinois Wesleyan University	17	2
894	Illinois Central College	17	4
895	Illinois College	17	2
896	Olney Central College	17	4
897	Illinois Institute of Technology	17	2
898	Argosy University-Chicago	17	3
899	Illinois State University	17	1
900	Illinois Valley Community College	17	4
901	Institute for Clinical Social Work	17	2
902	Sanford-Brown College-Chicago	17	3
903	John A Logan College	17	4
904	The John Marshall Law School	17	2
905	John Wood Community College	17	4
906	Joliet Junior College	17	4
907	Judson University	17	2
908	Kankakee Community College	17	4
909	Kaskaskia College	17	4
910	Kendall College	17	3
911	Kishwaukee College	17	4
912	Knox College	17	2
913	College of Lake County	17	4
914	Lake Forest College	17	2
915	Lake Forest Graduate School of Management	17	2
916	Lake Land College	17	4
917	Lakeview College of Nursing	17	2
918	Lewis and Clark Community College	17	4
919	Lewis University	17	2
920	Lincoln Christian University	17	2
921	Lincoln College	17	2
922	Lincoln Land Community College	17	4
923	Lincoln College of Technology-Melrose Park	17	6
924	Loyola University Chicago	17	2
925	Lutheran School of Theology at Chicago	17	2
926	Trinity College of Nursing & Health Sciences	17	2
927	MacCormac College	17	5
928	MacMurray College	17	2
929	McCormick Theological Seminary	17	2
930	McHenry County College	17	4
931	McKendree University	17	2
932	Meadville Lombard Theological School	17	2
933	Methodist College	17	2
934	Midstate College	17	3
935	Millikin University	17	2
936	Monmouth College	17	2
937	Moody Bible Institute	17	2
938	Moraine Valley Community College	17	4
939	Morrison Institute of Technology	17	5
940	Morton College	17	4
941	Mr John's School of Cosmetology Esthetics & Nails-Decatur	17	6
942	National Louis University	17	2
943	National University of Health Sciences	17	2
944	North Central College	17	2
945	North Park University	17	2
946	Northern Baptist Theological Seminary	17	2
947	Northern Illinois University	17	1
948	Northwestern College-Chicago Campus	17	6
949	Northwestern University	17	2
950	Northeastern Illinois University	17	1
951	Oakton Community College	17	4
952	Olivet Nazarene University	17	2
953	Parkland College	17	4
954	Prairie State College	17	4
955	Principia College	17	2
956	Quincy University	17	2
957	Vatterott College-Quincy	17	6
958	The Illinois Institute of Art-Chicago	17	3
959	Rend Lake College	17	4
960	Richland Community College	17	4
961	Robert Morris University Illinois	17	2
962	Rock Valley College	17	4
963	Madison Media Institute-Rockford Career College	17	6
964	Rockford University	17	2
965	Roosevelt University	17	2
966	Dominican University	17	2
967	Rush University	17	2
968	Saint Francis Medical Center College of Nursing	17	2
969	University of St Francis	17	2
970	St. John's College-Department of Nursing	17	2
971	Saint Xavier University	17	2
972	University of Illinois at Springfield	17	1
973	Sauk Valley Community College	17	4
974	Bexley Hall Seabury Western Theological Seminary Federation	17	2
975	Shawnee Community College	17	4
976	Shimer College	17	2
977	Saint Augustine College	17	2
978	University of Saint Mary of the Lake	17	2
979	Southeastern Illinois College	17	4
980	Spertus College	17	2
981	Spoon River College	17	4
982	Saint Anthony College of Nursing	17	2
983	Southern Illinois University-Carbondale	17	1
984	Southern Illinois University-Edwardsville	17	1
985	Taylor Business Institute	17	6
986	Telshe Yeshiva-Chicago	17	2
987	South Suburban College	17	4
988	Trinity Christian College	17	2
989	Trinity International University-Illinois	17	2
990	Triton College	17	4
991	VanderCook College of Music	17	2
992	Waubonsee Community College	17	4
993	Resurrection University	17	2
994	Western Illinois University	17	1
995	Wheaton College	17	2
996	William Rainey Harper College	17	4
997	Ancilla College	18	5
998	Anderson University	18	2
999	Ball State University	18	1
1000	Bethel College-Indiana	18	2
1001	Butler University	18	2
1002	Calumet College of Saint Joseph	18	2
1003	Christian Theological Seminary	18	2
1004	College of Court Reporting Inc	18	6
1005	Concordia Theological Seminary	18	2
1006	DePauw University	18	2
1007	Earlham College	18	2
1008	University of Evansville	18	2
1009	Franklin College	18	2
1010	Goshen College	18	2
1011	Grace College and Theological Seminary	18	2
1012	Hanover College	18	2
1013	Holy Cross College	18	2
1014	PJ's College of Cosmetology-Clarksville	18	6
1015	Huntington University	18	2
1016	Ivy Tech Community College	18	4
1017	Indiana University-Purdue University-Fort Wayne	18	1
1018	Indiana University-Purdue University-Indianapolis	18	1
1019	Harrison College-Indianapolis	18	3
1020	University of Indianapolis	18	2
1021	Indiana Institute of Technology	18	2
1022	University of Southern Indiana	18	1
1023	Indiana State University	18	1
1024	Indiana University-Kokomo	18	1
1025	Indiana University-South Bend	18	1
1026	Indiana University-Bloomington	18	1
1027	Indiana University-Northwest	18	1
1028	Indiana University-Southeast	18	1
1029	Indiana University-East	18	1
1030	International Business College-Fort Wayne	18	3
1031	International Business College-Indianapolis	18	6
1032	ITT Technical Institute-Nashville	47	3
1033	ITT Technical Institute-Fort Wayne	18	3
1034	ITT Technical Institute-Indianapolis	18	3
1035	Brown Mackie College-Merrillville	18	3
1036	Brown Mackie College-Michigan City	18	3
1037	Lincoln College of Technology-Indianapolis	18	6
1038	Manchester University	18	2
1039	Marian University	18	2
1040	Indiana Wesleyan University-Marion	18	2
1041	Martin University	18	2
1042	Masters of Cosmetology College	18	6
1043	Anabaptist Mennonite Biblical Seminary	18	2
1044	Brown Mackie College-South Bend	18	3
1045	Mid-America College of Funeral Service	18	2
1046	West Michigan College of Barbering and Beauty	26	6
1047	University of Notre Dame	18	2
1048	Oakland City University	18	2
1049	Purdue University-Calumet Campus	18	1
1050	Purdue University-North Central Campus	18	1
1051	Rose-Hulman Institute of Technology	18	2
1052	University of Saint Francis-Fort Wayne	18	2
1053	Saint Josephs College	18	2
1054	Saint Mary-of-the-Woods College	18	2
1055	Saint Mary's College	18	2
1056	Saint Meinrad School of Theology	18	2
1057	Saint Elizabeth School of Nursing	18	5
1058	Taylor University	18	2
1059	Trine University	18	2
1060	Valparaiso University	18	2
1061	Vincennes University	18	1
1062	Wabash College	18	2
1063	Allen College	19	2
1064	AIB College of Business	19	2
1065	Briar Cliff University	19	2
1066	Buena Vista University	19	2
1067	Capri College-Dubuque	19	6
1068	Capri College-Cedar Rapids	19	6
1069	American College of Hairstyling-Cedar Rapids	19	6
1070	Central College	19	2
1071	Clarke University	19	2
1072	Coe College	19	2
1073	Cornell College	19	2
1074	Iowa School of Beauty-Marshalltown	19	6
1075	Des Moines Area Community College	19	4
1076	Divine Word College	19	2
1077	Dordt College	19	2
1078	Drake University	19	2
1079	University of Dubuque	19	2
1080	Ellsworth Community College	19	4
1081	Emmaus Bible College	19	2
1082	Eastern Iowa Community College District	19	4
1083	Faith Baptist Bible College and Theological Seminary	19	2
1084	Faust Institute of Cosmetology-Storm Lake	19	6
1085	Graceland University-Lamoni	19	2
1086	Grand View University	19	2
1087	Grinnell College	19	2
1088	Kaplan University-Mason City Campus	19	3
1089	Kaplan University-Cedar Rapids Campus	19	3
1090	Hamilton Technical College	19	3
1091	Hawkeye Community College	19	4
1092	American Hair Academy	19	6
1093	Indian Hills Community College	19	4
1094	Iowa Central Community College	19	4
1095	Iowa Lakes Community College	19	4
1096	UnityPoint Health-Des Moines School of Radiologic Technology	19	5
1097	American College of Hairstyling-Des Moines	19	6
1098	Iowa School of Beauty-Des Moines	19	6
1099	Iowa State University	19	1
1100	Iowa Wesleyan University	19	2
1101	Iowa Western Community College	19	4
1102	University of Iowa	19	1
1103	Kirkwood Community College	19	4
1104	La James International College-Cedar Falls	19	6
1105	La James International College-Johnston	19	6
1106	La James College of Hairstyling and Cosmetology	19	6
1107	La James International College-Ft Dodge	19	6
1108	Loras College	19	2
1109	Luther College	19	2
1110	Maharishi University of Management	19	2
1111	Marshalltown Community College	19	4
1112	Mercy College of Health Sciences	19	2
1113	Morningside College	19	2
1114	Mount Mercy University	19	2
1115	Ashford University	6	3
1116	North Iowa Area Community College	19	4
1117	University of Northern Iowa	19	1
1118	Northwestern College	19	2
1119	Northeast Iowa Community College	19	4
1120	Northwest Iowa Community College	19	4
1121	Des Moines University-Osteopathic Medical Center	19	2
1122	Iowa School of Beauty-Ottumwa	19	6
1123	Palmer College of Chiropractic	19	2
1124	PCI Academy-Ames	19	6
1125	Saint Ambrose University	19	2
1126	St Luke's College	19	2
1127	La James International College-Davenport	19	6
1128	La James International College-Iowa City	19	6
1129	Simpson College	19	2
1130	Southeastern Community College	19	4
1131	Southwestern Community College	19	4
1132	Capri College-Davenport	19	6
1133	Iowa School of Beauty-Sioux City	19	6
1134	E Q School of Hair Design	19	6
1135	Upper Iowa University	19	2
1136	Waldorf College	19	3
1137	Wartburg College	19	2
1138	Wartburg Theological Seminary	19	2
1139	College of Hair Design	19	6
1140	Western Iowa Tech Community College	19	4
1141	William Penn University	19	2
1142	Allen County Community College	20	4
1143	Baker University	20	2
1144	Barton County Community College	20	4
1145	Benedictine College	20	2
1146	Bethany College	20	2
1147	Bethel College-North Newton	20	2
1148	Brown Mackie College-Kansas City	20	3
1149	Brown Mackie College-Salina	20	3
1150	Bryan University	20	6
1151	Butler Community College	20	4
1152	Central Baptist Theological Seminary	20	2
1153	Central Christian College of Kansas	20	2
1154	Cloud County Community College	20	4
1155	Coffeyville Community College	20	4
1156	Colby Community College	20	4
1157	Cowley County Community College	20	4
1158	Dodge City Community College	20	4
1159	Donnelly College	20	2
1160	Emporia State University	20	1
1161	Flint Hills Technical College	20	4
1162	Fort Hays State University	20	1
1163	Barclay College	20	2
1164	Friends University	20	2
1165	Fort Scott Community College	20	4
1166	Garden City Community College	20	4
1167	Haskell Indian Nations University	20	1
1168	Hesston College	20	2
1169	Highland Community College	20	4
1170	Hutchinson Community College	20	4
1171	Independence Community College	20	4
1172	Johnson County Community College	20	4
1173	Concorde Career College-Kansas City	29	3
1174	Kansas City Kansas Community College	20	4
1175	Kansas Christian College	20	2
1176	University of Kansas	20	1
1177	Newman University	20	2
1178	Kansas State University	20	1
1179	Kansas Wesleyan University	20	2
1180	Labette Community College	20	4
1181	Manhattan Area Technical College	20	4
1182	Manhattan Christian College	20	2
1183	McPherson College	20	2
1184	MidAmerica Nazarene University	20	2
1185	Neosho County Community College	20	4
1186	North Central Kansas Technical College	20	4
1187	Northwest Kansas Technical College	20	4
1188	Ottawa University-Ottawa	20	2
1189	Ottawa University-Kansas City	20	2
1190	Pittsburg State University	20	1
1191	Pratt Community College	20	4
1192	University of Saint Mary	20	2
1193	Salina Area Technical College	20	4
1194	Seward County Community College and Area Technical School	20	4
1195	Southwestern College	20	2
1196	Sterling College	20	2
1197	Tabor College	20	2
1198	Washburn University	20	1
1199	Wichita Area Technical College	20	4
1200	Wichita State University	20	1
1201	Wichita Technical Institute	20	6
1202	Alice Lloyd College	21	2
1203	Asbury University	21	2
1204	Asbury Theological Seminary	21	2
1205	Ashland Community and Technical College	21	4
1206	Barrett and Company School of Hair Design	21	6
1207	Bellarmine University	21	2
1208	Berea College	21	2
1209	PJ's College of Cosmetology-Bowling Green	21	6
1210	Southcentral Kentucky Community and Technical College	21	4
